;layers;neurons;optimizer;learning_rate;epochs;batch_size;accuracy;precision;recall;f1_score
773;3;64;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
774;3;64;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
775;3;64;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
776;3;64;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
777;3;64;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
778;3;64;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
779;3;64;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
780;3;64;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
781;3;64;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
782;3;64;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
783;3;64;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
784;3;64;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
785;3;64;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
786;3;64;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
787;3;64;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
788;3;64;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
789;3;64;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
790;3;64;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
791;3;64;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
792;3;80;adam;0.01;50;16;0.16;0.14;0.16;0.1467
793;3;80;adam;0.01;100;16;0.32;0.48;0.32;0.3793
794;3;80;adam;0.01;150;16;0.36;0.48;0.36;0.3833
795;3;80;adam;0.01;200;16;0.32;0.46;0.32;0.3433
796;3;80;adam;0.05;50;16;0.2;0.04;0.2;0.0667
797;3;80;adam;0.05;100;16;0.2;0.04;0.2;0.0667
798;3;80;adam;0.05;150;16;0.2;0.04;0.2;0.0667
799;3;80;adam;0.05;200;16;0.2;0.0455;0.2;0.0741
800;3;80;adam;0.001;50;16;0.24;0.159;0.24;0.1867
801;3;80;adam;0.001;100;16;0.32;0.34;0.32;0.32
802;3;80;adam;0.001;150;16;0.4;0.34;0.4;0.36
803;3;80;adam;0.001;200;16;0.32;0.32;0.32;0.3091
804;3;80;adam;0.005;50;16;0.28;0.36;0.28;0.2867
805;3;80;adam;0.005;100;16;0.4;0.56;0.4;0.4367
806;3;80;adam;0.005;150;16;0.4;0.54;0.4;0.446
807;3;80;adam;0.005;200;16;0.36;0.5;0.36;0.3967
808;3;80;adam;0.0001;50;16;0.2;0.0488;0.2;0.0781
809;3;80;adam;0.0001;100;16;0.2;0.0633;0.2;0.0962
810;3;80;adam;0.0001;150;16;0.2;0.0927;0.2;0.1267
811;3;80;adam;0.0001;200;16;0.28;0.1657;0.28;0.2067
812;3;80;adam;0.0005;50;16;0.32;0.3257;0.32;0.3
813;3;80;adam;0.0005;100;16;0.32;0.3;0.32;0.2958
814;3;80;adam;0.0005;150;16;0.36;0.3257;0.36;0.3267
815;3;80;adam;0.0005;200;16;0.4;0.48;0.4;0.4091
816;3;80;rmsprop;0.01;50;16;0.2;0.2089;0.2;0.1743
817;3;80;rmsprop;0.01;100;16;0.28;0.52;0.28;0.3133
818;3;80;rmsprop;0.01;150;16;0.4;0.56;0.4;0.4367
819;3;80;rmsprop;0.01;200;16;0.24;0.3;0.24;0.2567
820;3;80;rmsprop;0.05;50;16;0.2;0.0455;0.2;0.0741
821;3;80;rmsprop;0.05;100;16;0.2;0.22;0.2;0.18
822;3;80;rmsprop;0.05;150;16;0.2;0.0455;0.2;0.0741
823;3;80;rmsprop;0.05;200;16;0.2;0.0455;0.2;0.0741
824;3;80;rmsprop;0.001;50;16;0.36;0.3067;0.36;0.32
825;3;80;rmsprop;0.001;100;16;0.32;0.3133;0.32;0.2891
826;3;80;rmsprop;0.001;150;16;0.36;0.4267;0.36;0.359
827;3;80;rmsprop;0.001;200;16;0.2;0.14;0.2;0.1624
828;3;80;rmsprop;0.005;50;16;0.4;0.4133;0.4;0.3733
829;3;80;rmsprop;0.005;100;16;0.28;0.3133;0.28;0.2667
830;3;80;rmsprop;0.005;150;16;0.36;0.4;0.36;0.3533
831;3;80;rmsprop;0.005;200;16;0.32;0.3733;0.32;0.3207
832;3;80;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
833;3;80;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
834;3;80;rmsprop;0.0001;150;16;0.2;0.0476;0.2;0.0769
835;3;80;rmsprop;0.0001;200;16;0.16;0.0433;0.16;0.0682
836;3;80;rmsprop;0.0005;50;16;0.24;0.1467;0.24;0.1533
837;3;80;rmsprop;0.0005;100;16;0.12;0.0667;0.12;0.0857
838;3;80;rmsprop;0.0005;150;16;0.4;0.4;0.4;0.3667
839;3;80;rmsprop;0.0005;200;16;0.36;0.3133;0.36;0.3267
840;3;80;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
841;3;80;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
842;3;80;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
843;3;80;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
844;3;80;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
845;3;80;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
846;3;80;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
847;3;80;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
848;3;80;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
849;3;80;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
850;3;80;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
851;3;80;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
852;3;80;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
853;3;80;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
854;3;80;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
855;3;80;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
856;3;80;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
857;3;80;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
858;3;80;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
859;3;80;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
860;3;80;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
861;3;80;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
862;3;80;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
863;3;80;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
864;4;32;adam;0.01;50;16;0.24;0.159;0.24;0.1867
865;4;32;adam;0.01;100;16;0.36;0.279;0.36;0.3067
866;4;32;adam;0.01;150;16;0.24;0.1543;0.24;0.1867
867;4;32;adam;0.01;200;16;0.24;0.2371;0.24;0.2267
868;4;32;adam;0.05;50;16;0.2;0.0625;0.2;0.0952
869;4;32;adam;0.05;100;16;0.2;0.04;0.2;0.0667
870;4;32;adam;0.05;150;16;0.2;0.04;0.2;0.0667
871;4;32;adam;0.05;200;16;0.2;0.0455;0.2;0.0741
872;4;32;adam;0.001;50;16;0.16;0.0533;0.16;0.08
873;4;32;adam;0.001;100;16;0.24;0.135;0.24;0.1723
874;4;32;adam;0.001;150;16;0.32;0.38;0.32;0.3158
875;4;32;adam;0.001;200;16;0.24;0.139;0.24;0.1733
876;4;32;adam;0.005;50;16;0.28;0.22;0.28;0.2224
877;4;32;adam;0.005;100;16;0.24;0.1067;0.24;0.1467
878;4;32;adam;0.005;150;16;0.32;0.4;0.32;0.3447
879;4;32;adam;0.005;200;16;0.32;0.46;0.32;0.366
880;4;32;adam;0.0001;50;16;0.2;0.04;0.2;0.0667
881;4;32;adam;0.0001;100;16;0.2;0.04;0.2;0.0667
882;4;32;adam;0.0001;150;16;0.24;0.0676;0.24;0.1036
883;4;32;adam;0.0001;200;16;0.12;0.0333;0.12;0.0522
884;4;32;adam;0.0005;50;16;0.16;0.0629;0.16;0.0898
885;4;32;adam;0.0005;100;16;0.2;0.16;0.2;0.16
886;4;32;adam;0.0005;150;16;0.24;0.14;0.24;0.1733
887;4;32;adam;0.0005;200;16;0.4;0.48;0.4;0.4091
888;4;32;rmsprop;0.01;50;16;0.12;0.06;0.12;0.08
889;4;32;rmsprop;0.01;100;16;0.24;0.3057;0.24;0.24
890;4;32;rmsprop;0.01;150;16;0.28;0.36;0.28;0.2876
891;4;32;rmsprop;0.01;200;16;0.4;0.54;0.4;0.4233
892;4;32;rmsprop;0.05;50;16;0.2;0.04;0.2;0.0667
893;4;32;rmsprop;0.05;100;16;0.2;0.04;0.2;0.0667
894;4;32;rmsprop;0.05;150;16;0.2;0.04;0.2;0.0667
895;4;32;rmsprop;0.05;200;16;0.24;0.2733;0.24;0.2267
896;4;32;rmsprop;0.001;50;16;0.12;0.04;0.12;0.06
897;4;32;rmsprop;0.001;100;16;0.24;0.1079;0.24;0.1483
898;4;32;rmsprop;0.001;150;16;0.36;0.2371;0.36;0.2709
899;4;32;rmsprop;0.001;200;16;0.32;0.2533;0.32;0.26
900;4;32;rmsprop;0.005;50;16;0.16;0.14;0.16;0.1491
901;4;32;rmsprop;0.005;100;16;0.32;0.39;0.32;0.3333
902;4;32;rmsprop;0.005;150;16;0.36;0.46;0.36;0.37
903;4;32;rmsprop;0.005;200;16;0.32;0.42;0.32;0.35
904;4;32;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
905;4;32;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
906;4;32;rmsprop;0.0001;150;16;0.2;0.04;0.2;0.0667
907;4;32;rmsprop;0.0001;200;16;0.2;0.04;0.2;0.0667
908;4;32;rmsprop;0.0005;50;16;0.2;0.04;0.2;0.0667
909;4;32;rmsprop;0.0005;100;16;0.16;0.0433;0.16;0.0682
910;4;32;rmsprop;0.0005;150;16;0.24;0.1789;0.24;0.1836
911;4;32;rmsprop;0.0005;200;16;0.32;0.3133;0.32;0.2657
912;4;32;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
913;4;32;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
914;4;32;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
915;4;32;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
916;4;32;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
917;4;32;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
918;4;32;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
919;4;32;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
920;4;32;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
921;4;32;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
922;4;32;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
923;4;32;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
924;4;32;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
925;4;32;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
926;4;32;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
927;4;32;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
928;4;32;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
929;4;32;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
930;4;32;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
931;4;32;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
932;4;32;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
933;4;32;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
934;4;32;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
935;4;32;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
936;4;48;adam;0.01;50;16;0.28;0.1971;0.28;0.2122
937;4;48;adam;0.01;100;16;0.4;0.3733;0.4;0.3507
938;4;48;adam;0.01;150;16;0.24;0.28;0.24;0.2358
939;4;48;adam;0.01;200;16;0.4;0.5533;0.4;0.43
940;4;48;adam;0.05;50;16;0.2;0.05;0.2;0.08
941;4;48;adam;0.05;100;16;0.2;0.04;0.2;0.0667
942;4;48;adam;0.05;150;16;0.2;0.0455;0.2;0.0741
943;4;48;adam;0.05;200;16;0.2;0.0455;0.2;0.0741
944;4;48;adam;0.001;50;16;0.2;0.0933;0.2;0.1267
945;4;48;adam;0.001;100;16;0.36;0.3333;0.36;0.3267
946;4;48;adam;0.001;150;16;0.36;0.3533;0.36;0.3267
947;4;48;adam;0.001;200;16;0.2;0.1857;0.2;0.18
948;4;48;adam;0.005;50;16;0.2;0.1262;0.2;0.1467
949;4;48;adam;0.005;100;16;0.2;0.119;0.2;0.1467
950;4;48;adam;0.005;150;16;0.32;0.51;0.32;0.3593
951;4;48;adam;0.005;200;16;0.32;0.32;0.32;0.3091
952;4;48;adam;0.0001;50;16;0.2;0.04;0.2;0.0667
953;4;48;adam;0.0001;100;16;0.2;0.0455;0.2;0.0741
954;4;48;adam;0.0001;150;16;0.2;0.05;0.2;0.08
955;4;48;adam;0.0001;200;16;0.36;0.32;0.36;0.32
956;4;48;adam;0.0005;50;16;0.16;0.0421;0.16;0.0667
957;4;48;adam;0.0005;100;16;0.2;0.0815;0.2;0.1156
958;4;48;adam;0.0005;150;16;0.24;0.1489;0.24;0.181
959;4;48;adam;0.0005;200;16;0.32;0.2217;0.32;0.239
960;4;48;rmsprop;0.01;50;16;0.16;0.0528;0.16;0.0781
961;4;48;rmsprop;0.01;100;16;0.24;0.28;0.24;0.2433
962;4;48;rmsprop;0.01;150;16;0.32;0.41;0.32;0.34
963;4;48;rmsprop;0.01;200;16;0.2;0.34;0.2;0.2367
964;4;48;rmsprop;0.05;50;16;0.2;0.04;0.2;0.0667
965;4;48;rmsprop;0.05;100;16;0.2;0.04;0.2;0.0667
966;4;48;rmsprop;0.05;150;16;0.2;0.0455;0.2;0.0741
967;4;48;rmsprop;0.05;200;16;0.2;0.0455;0.2;0.0741
968;4;48;rmsprop;0.001;50;16;0.2;0.13;0.2;0.1518
969;4;48;rmsprop;0.001;100;16;0.36;0.295;0.36;0.319
970;4;48;rmsprop;0.001;150;16;0.32;0.335;0.32;0.299
971;4;48;rmsprop;0.001;200;16;0.32;0.2867;0.32;0.2857
972;4;48;rmsprop;0.005;50;16;0.2;0.22;0.2;0.2024
973;4;48;rmsprop;0.005;100;16;0.2;0.0927;0.2;0.1267
974;4;48;rmsprop;0.005;150;16;0.28;0.34;0.28;0.2967
975;4;48;rmsprop;0.005;200;16;0.36;0.48;0.36;0.3833
976;4;48;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
977;4;48;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
978;4;48;rmsprop;0.0001;150;16;0.2;0.0455;0.2;0.0741
979;4;48;rmsprop;0.0001;200;16;0.2;0.04;0.2;0.0667
980;4;48;rmsprop;0.0005;50;16;0.2;0.1133;0.2;0.1322
981;4;48;rmsprop;0.0005;100;16;0.24;0.1433;0.24;0.1746
982;4;48;rmsprop;0.0005;150;16;0.2;0.1067;0.2;0.139
983;4;48;rmsprop;0.0005;200;16;0.28;0.2067;0.28;0.2324
984;4;48;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
985;4;48;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
986;4;48;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
987;4;48;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
988;4;48;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
989;4;48;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
990;4;48;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
991;4;48;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
992;4;48;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
993;4;48;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
994;4;48;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
995;4;48;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
996;4;48;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
997;4;48;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
998;4;48;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
999;4;48;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
1000;4;48;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
1001;4;48;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
1002;4;48;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
1003;4;48;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
1004;4;48;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
1005;4;48;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
1006;4;48;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
1007;4;48;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
1008;4;64;adam;0.01;50;16;0.16;0.0571;0.16;0.0842
1009;4;64;adam;0.01;100;16;0.4;0.5;0.4;0.4224
1010;4;64;adam;0.01;150;16;0.36;0.48;0.36;0.3833
1011;4;64;adam;0.01;200;16;0.2;0.18;0.2;0.1867
1012;4;64;adam;0.05;50;16;0.2;0.04;0.2;0.0667
1013;4;64;adam;0.05;100;16;0.2;0.0455;0.2;0.0741
1014;4;64;adam;0.05;150;16;0.2;0.04;0.2;0.0667
1015;4;64;adam;0.05;200;16;0.2;0.04;0.2;0.0667
1016;4;64;adam;0.001;50;16;0.28;0.32;0.28;0.2904
1017;4;64;adam;0.001;100;16;0.28;0.215;0.28;0.2256
1018;4;64;adam;0.001;150;16;0.2;0.1457;0.2;0.1667
1019;4;64;adam;0.001;200;16;0.44;0.52;0.44;0.4467
1020;4;64;adam;0.005;50;16;0.24;0.2257;0.24;0.22
1021;4;64;adam;0.005;100;16;0.24;0.139;0.24;0.1658
1022;4;64;adam;0.005;150;16;0.2;0.28;0.2;0.22
1023;4;64;adam;0.005;200;16;0.28;0.4;0.28;0.318
1024;4;64;adam;0.0001;50;16;0.2;0.04;0.2;0.0667
1025;4;64;adam;0.0001;100;16;0.16;0.039;0.16;0.0622
1026;4;64;adam;0.0001;150;16;0.16;0.08;0.16;0.1
1027;4;64;adam;0.0001;200;16;0.2;0.16;0.2;0.16
1028;4;64;adam;0.0005;50;16;0.24;0.26;0.24;0.2424
1029;4;64;adam;0.0005;100;16;0.4;0.46;0.4;0.3958
1030;4;64;adam;0.0005;150;16;0.32;0.3257;0.32;0.2933
1031;4;64;adam;0.0005;200;16;0.4;0.4333;0.4;0.396
1032;4;64;rmsprop;0.01;50;16;0.16;0.0662;0.16;0.0933
1033;4;64;rmsprop;0.01;100;16;0.32;0.42;0.32;0.34
1034;4;64;rmsprop;0.01;150;16;0.36;0.3633;0.36;0.34
1035;4;64;rmsprop;0.01;200;16;0.28;0.34;0.28;0.2967
1036;4;64;rmsprop;0.05;50;16;0.0;0.0;0.0;0.0
1037;4;64;rmsprop;0.05;100;16;0.2;0.04;0.2;0.0667
1038;4;64;rmsprop;0.05;150;16;0.2;0.04;0.2;0.0667
1039;4;64;rmsprop;0.05;200;16;0.12;0.0375;0.12;0.0571
1040;4;64;rmsprop;0.001;50;16;0.08;0.0352;0.08;0.0448
1041;4;64;rmsprop;0.001;100;16;0.2;0.1267;0.2;0.1524
1042;4;64;rmsprop;0.001;150;16;0.32;0.34;0.32;0.3027
1043;4;64;rmsprop;0.001;200;16;0.36;0.32;0.36;0.3224
1044;4;64;rmsprop;0.005;50;16;0.2;0.1657;0.2;0.18
1045;4;64;rmsprop;0.005;100;16;0.32;0.2533;0.32;0.2758
1046;4;64;rmsprop;0.005;150;16;0.4;0.4267;0.4;0.3853
1047;4;64;rmsprop;0.005;200;16;0.36;0.49;0.36;0.3933
1048;4;64;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
1049;4;64;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
1050;4;64;rmsprop;0.0001;150;16;0.2;0.0455;0.2;0.0741
1051;4;64;rmsprop;0.0001;200;16;0.2;0.0455;0.2;0.0741
1052;4;64;rmsprop;0.0005;50;16;0.16;0.0433;0.16;0.0682
1053;4;64;rmsprop;0.0005;100;16;0.28;0.2267;0.28;0.2324
1054;4;64;rmsprop;0.0005;150;16;0.28;0.2;0.28;0.2267
1055;4;64;rmsprop;0.0005;200;16;0.16;0.099;0.16;0.12
1056;4;64;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
1057;4;64;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
1058;4;64;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
1059;4;64;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
1060;4;64;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
1061;4;64;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
1062;4;64;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
1063;4;64;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
1064;4;64;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
1065;4;64;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
1066;4;64;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
1067;4;64;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
1068;4;64;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
1069;4;64;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
1070;4;64;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
1071;4;64;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
1072;4;64;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
1073;4;64;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
1074;4;64;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
1075;4;64;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
1076;4;64;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
1077;4;64;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
1078;4;64;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
1079;4;64;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
1080;4;80;adam;0.01;50;16;0.28;0.37;0.28;0.3
1081;4;80;adam;0.01;100;16;0.12;0.0545;0.12;0.075
1082;4;80;adam;0.01;150;16;0.32;0.4057;0.32;0.3333
1083;4;80;adam;0.01;200;16;0.16;0.1043;0.16;0.1191
1084;4;80;adam;0.05;50;16;0.2;0.04;0.2;0.0667
1085;4;80;adam;0.05;100;16;0.2;0.0455;0.2;0.0741
1086;4;80;adam;0.05;150;16;0.2;0.04;0.2;0.0667
1087;4;80;adam;0.05;200;16;0.2;0.04;0.2;0.0667
1088;4;80;adam;0.001;50;16;0.28;0.2;0.28;0.2291
1089;4;80;adam;0.001;100;16;0.32;0.38;0.32;0.3367
1090;4;80;adam;0.001;150;16;0.28;0.35;0.28;0.2933
1091;4;80;adam;0.001;200;16;0.36;0.44;0.36;0.3667
1092;4;80;adam;0.005;50;16;0.24;0.255;0.24;0.219
1093;4;80;adam;0.005;100;16;0.28;0.46;0.28;0.33
1094;4;80;adam;0.005;150;16;0.32;0.5;0.32;0.37
1095;4;80;adam;0.005;200;16;0.36;0.48;0.36;0.3833
1096;4;80;adam;0.0001;50;16;0.2;0.0476;0.2;0.0769
1097;4;80;adam;0.0001;100;16;0.2;0.0521;0.2;0.0827
1098;4;80;adam;0.0001;150;16;0.2;0.0867;0.2;0.1208
1099;4;80;adam;0.0001;200;16;0.2;0.1933;0.2;0.1824
1100;4;80;adam;0.0005;50;16;0.24;0.2;0.24;0.2
1101;4;80;adam;0.0005;100;16;0.32;0.3;0.32;0.2958
1102;4;80;adam;0.0005;150;16;0.2;0.1;0.2;0.1333
1103;4;80;adam;0.0005;200;16;0.36;0.36;0.36;0.3467
1104;4;80;rmsprop;0.01;50;16;0.24;0.0656;0.24;0.103
1105;4;80;rmsprop;0.01;100;16;0.32;0.38;0.32;0.3367
1106;4;80;rmsprop;0.01;150;16;0.2;0.34;0.2;0.2367
1107;4;80;rmsprop;0.01;200;16;0.28;0.2933;0.28;0.2588
1108;4;80;rmsprop;0.05;50;16;0.16;0.0382;0.16;0.0614
1109;4;80;rmsprop;0.05;100;16;0.2;0.04;0.2;0.0667
1110;4;80;rmsprop;0.05;150;16;0.0;0.0;0.0;0.0
1111;4;80;rmsprop;0.05;200;16;0.2;0.04;0.2;0.0667
1112;4;80;rmsprop;0.001;50;16;0.2;0.0933;0.2;0.1238
1113;4;80;rmsprop;0.001;100;16;0.36;0.3733;0.36;0.3533
1114;4;80;rmsprop;0.001;150;16;0.4;0.5;0.4;0.42
1115;4;80;rmsprop;0.001;200;16;0.36;0.4333;0.36;0.3767
1116;4;80;rmsprop;0.005;50;16;0.16;0.0945;0.16;0.115
1117;4;80;rmsprop;0.005;100;16;0.32;0.4333;0.32;0.3367
1118;4;80;rmsprop;0.005;150;16;0.32;0.29;0.32;0.2933
1119;4;80;rmsprop;0.005;200;16;0.32;0.46;0.32;0.3567
1120;4;80;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
1121;4;80;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
1122;4;80;rmsprop;0.0001;150;16;0.2;0.0455;0.2;0.0741
1123;4;80;rmsprop;0.0001;200;16;0.12;0.0429;0.12;0.0632
1124;4;80;rmsprop;0.0005;50;16;0.12;0.0375;0.12;0.0571
1125;4;80;rmsprop;0.0005;100;16;0.12;0.075;0.12;0.0923
1126;4;80;rmsprop;0.0005;150;16;0.36;0.43;0.36;0.366
1127;4;80;rmsprop;0.0005;200;16;0.36;0.3133;0.36;0.3267
1128;4;80;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
1129;4;80;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
1130;4;80;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
1131;4;80;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
1132;4;80;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
1133;4;80;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
1134;4;80;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
1135;4;80;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
1136;4;80;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
1137;4;80;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
1138;4;80;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
1139;4;80;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
1140;4;80;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
1141;4;80;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
1142;4;80;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
1143;4;80;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
1144;4;80;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
1145;4;80;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
1146;4;80;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
1147;4;80;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
1148;4;80;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
1149;4;80;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
1150;4;80;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
1151;4;80;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
1152;5;32;adam;0.01;50;16;0.12;0.1067;0.12;0.112
1153;5;32;adam;0.01;100;16;0.32;0.2195;0.32;0.2467
1154;5;32;adam;0.01;150;16;0.28;0.24;0.28;0.2558
1155;5;32;adam;0.01;200;16;0.2;0.1857;0.2;0.1724
1156;5;32;adam;0.05;50;16;0.2;0.04;0.2;0.0667
1157;5;32;adam;0.05;100;16;0.2;0.04;0.2;0.0667
