;layers;neurons;optimizer;learning_rate;epochs;batch_size;accuracy;precision;recall;f1_score
385;2;48;rmsprop;0.01;100;16;0.44;0.52;0.44;0.456
386;2;48;rmsprop;0.01;150;16;0.32;0.32;0.32;0.3091
387;2;48;rmsprop;0.01;200;16;0.28;0.4;0.28;0.31
388;2;48;rmsprop;0.05;50;16;0.2;0.0455;0.2;0.0741
389;2;48;rmsprop;0.05;100;16;0.28;0.1238;0.28;0.1682
390;2;48;rmsprop;0.05;150;16;0.2;0.0455;0.2;0.0741
391;2;48;rmsprop;0.05;200;16;0.32;0.48;0.32;0.3567
392;2;48;rmsprop;0.001;50;16;0.24;0.24;0.24;0.2291
393;2;48;rmsprop;0.001;100;16;0.32;0.34;0.32;0.3067
394;2;48;rmsprop;0.001;150;16;0.36;0.3;0.36;0.3224
395;2;48;rmsprop;0.001;200;16;0.36;0.36;0.36;0.3333
396;2;48;rmsprop;0.005;50;16;0.44;0.51;0.44;0.4467
397;2;48;rmsprop;0.005;100;16;0.4;0.56;0.4;0.4367
398;2;48;rmsprop;0.005;150;16;0.36;0.56;0.36;0.41
399;2;48;rmsprop;0.005;200;16;0.4;0.46;0.4;0.4067
400;2;48;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
401;2;48;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
402;2;48;rmsprop;0.0001;150;16;0.2;0.0455;0.2;0.0741
403;2;48;rmsprop;0.0001;200;16;0.2;0.0455;0.2;0.0741
404;2;48;rmsprop;0.0005;50;16;0.2;0.0455;0.2;0.0741
405;2;48;rmsprop;0.0005;100;16;0.16;0.0615;0.16;0.0889
406;2;48;rmsprop;0.0005;150;16;0.2;0.12;0.2;0.1467
407;2;48;rmsprop;0.0005;200;16;0.24;0.1657;0.24;0.1933
408;2;48;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
409;2;48;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
410;2;48;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
411;2;48;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
412;2;48;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
413;2;48;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
414;2;48;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
415;2;48;sgd;0.05;200;16;0.2;0.0455;0.2;0.0741
416;2;48;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
417;2;48;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
418;2;48;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
419;2;48;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
420;2;48;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
421;2;48;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
422;2;48;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
423;2;48;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
424;2;48;sgd;0.0001;50;16;0.16;0.0364;0.16;0.0593
425;2;48;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
426;2;48;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
427;2;48;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
428;2;48;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
429;2;48;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
430;2;48;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
431;2;48;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
432;2;64;adam;0.01;50;16;0.4;0.3657;0.4;0.3667
433;2;64;adam;0.01;100;16;0.24;0.34;0.24;0.26
434;2;64;adam;0.01;150;16;0.36;0.49;0.36;0.3933
435;2;64;adam;0.01;200;16;0.4;0.54;0.4;0.4367
436;2;64;adam;0.05;50;16;0.28;0.29;0.28;0.2693
437;2;64;adam;0.05;100;16;0.28;0.1611;0.28;0.1989
438;2;64;adam;0.05;150;16;0.2;0.0455;0.2;0.0741
439;2;64;adam;0.05;200;16;0.32;0.28;0.32;0.2933
440;2;64;adam;0.001;50;16;0.36;0.299;0.36;0.3067
441;2;64;adam;0.001;100;16;0.36;0.36;0.36;0.3491
442;2;64;adam;0.001;150;16;0.4;0.48;0.4;0.4067
443;2;64;adam;0.001;200;16;0.36;0.3;0.36;0.3224
444;2;64;adam;0.005;50;16;0.36;0.54;0.36;0.3967
445;2;64;adam;0.005;100;16;0.36;0.52;0.36;0.3967
446;2;64;adam;0.005;150;16;0.32;0.46;0.32;0.3567
447;2;64;adam;0.005;200;16;0.4;0.48;0.4;0.4167
448;2;64;adam;0.0001;50;16;0.2;0.04;0.2;0.0667
449;2;64;adam;0.0001;100;16;0.16;0.0421;0.16;0.0667
450;2;64;adam;0.0001;150;16;0.12;0.0333;0.12;0.0522
451;2;64;adam;0.0001;200;16;0.2;0.1015;0.2;0.1289
452;2;64;adam;0.0005;50;16;0.12;0.0545;0.12;0.075
453;2;64;adam;0.0005;100;16;0.32;0.3;0.32;0.2958
454;2;64;adam;0.0005;150;16;0.4;0.4;0.4;0.3867
455;2;64;adam;0.0005;200;16;0.4;0.48;0.4;0.4067
456;2;64;rmsprop;0.01;50;16;0.32;0.3733;0.32;0.3067
457;2;64;rmsprop;0.01;100;16;0.4;0.56;0.4;0.4367
458;2;64;rmsprop;0.01;150;16;0.36;0.46;0.36;0.39
459;2;64;rmsprop;0.01;200;16;0.32;0.46;0.32;0.3567
460;2;64;rmsprop;0.05;50;16;0.16;0.0442;0.16;0.0686
461;2;64;rmsprop;0.05;100;16;0.2;0.0633;0.2;0.096
462;2;64;rmsprop;0.05;150;16;0.28;0.2533;0.28;0.2571
463;2;64;rmsprop;0.05;200;16;0.32;0.38;0.32;0.3367
464;2;64;rmsprop;0.001;50;16;0.24;0.1862;0.24;0.1867
465;2;64;rmsprop;0.001;100;16;0.24;0.1924;0.24;0.1933
466;2;64;rmsprop;0.001;150;16;0.36;0.36;0.36;0.3333
467;2;64;rmsprop;0.001;200;16;0.36;0.4;0.36;0.36
468;2;64;rmsprop;0.005;50;16;0.24;0.1122;0.24;0.1503
469;2;64;rmsprop;0.005;100;16;0.4;0.49;0.4;0.4067
470;2;64;rmsprop;0.005;150;16;0.36;0.51;0.36;0.3933
471;2;64;rmsprop;0.005;200;16;0.4;0.54;0.4;0.4233
472;2;64;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
473;2;64;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
474;2;64;rmsprop;0.0001;150;16;0.2;0.0455;0.2;0.0741
475;2;64;rmsprop;0.0001;200;16;0.16;0.0433;0.16;0.0682
476;2;64;rmsprop;0.0005;50;16;0.16;0.0433;0.16;0.0682
477;2;64;rmsprop;0.0005;100;16;0.32;0.2617;0.32;0.2656
478;2;64;rmsprop;0.0005;150;16;0.32;0.3133;0.32;0.2891
479;2;64;rmsprop;0.0005;200;16;0.28;0.2257;0.28;0.2467
480;2;64;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
481;2;64;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
482;2;64;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
483;2;64;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
484;2;64;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
485;2;64;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
486;2;64;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
487;2;64;sgd;0.05;200;16;0.2;0.0455;0.2;0.0741
488;2;64;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
489;2;64;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
490;2;64;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
491;2;64;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
492;2;64;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
493;2;64;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
494;2;64;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
495;2;64;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
496;2;64;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
497;2;64;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
498;2;64;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
499;2;64;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
500;2;64;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
501;2;64;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
502;2;64;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
503;2;64;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
504;2;80;adam;0.01;50;16;0.32;0.239;0.32;0.2667
505;2;80;adam;0.01;100;16;0.28;0.44;0.28;0.3167
506;2;80;adam;0.01;150;16;0.4;0.56;0.4;0.4367
507;2;80;adam;0.01;200;16;0.36;0.4867;0.36;0.398
508;2;80;adam;0.05;50;16;0.2;0.0455;0.2;0.0741
509;2;80;adam;0.05;100;16;0.28;0.0988;0.28;0.1381
510;2;80;adam;0.05;150;16;0.2;0.04;0.2;0.0667
511;2;80;adam;0.05;200;16;0.32;0.3573;0.32;0.3167
512;2;80;adam;0.001;50;16;0.36;0.38;0.36;0.36
513;2;80;adam;0.001;100;16;0.32;0.3057;0.32;0.3
514;2;80;adam;0.001;150;16;0.44;0.46;0.44;0.4427
515;2;80;adam;0.001;200;16;0.4;0.48;0.4;0.4067
516;2;80;adam;0.005;50;16;0.44;0.4067;0.44;0.4084
517;2;80;adam;0.005;100;16;0.36;0.34;0.36;0.3358
518;2;80;adam;0.005;150;16;0.32;0.32;0.32;0.3067
519;2;80;adam;0.005;200;16;0.4;0.4633;0.4;0.4093
520;2;80;adam;0.0001;50;16;0.2;0.04;0.2;0.0667
521;2;80;adam;0.0001;100;16;0.2;0.0554;0.2;0.0867
522;2;80;adam;0.0001;150;16;0.12;0.0375;0.12;0.0571
523;2;80;adam;0.0001;200;16;0.36;0.3067;0.36;0.3124
524;2;80;adam;0.0005;50;16;0.16;0.0679;0.16;0.095
525;2;80;adam;0.0005;100;16;0.36;0.34;0.36;0.3224
526;2;80;adam;0.0005;150;16;0.36;0.34;0.36;0.3358
527;2;80;adam;0.0005;200;16;0.4;0.5;0.4;0.42
528;2;80;rmsprop;0.01;50;16;0.32;0.36;0.32;0.3133
529;2;80;rmsprop;0.01;100;16;0.32;0.5333;0.32;0.3543
530;2;80;rmsprop;0.01;150;16;0.4;0.5;0.4;0.41
531;2;80;rmsprop;0.01;200;16;0.32;0.54;0.32;0.3833
532;2;80;rmsprop;0.05;50;16;0.08;0.0667;0.08;0.0727
533;2;80;rmsprop;0.05;100;16;0.32;0.3867;0.32;0.3218
534;2;80;rmsprop;0.05;150;16;0.2;0.121;0.2;0.1448
535;2;80;rmsprop;0.05;200;16;0.36;0.36;0.36;0.3511
536;2;80;rmsprop;0.001;50;16;0.24;0.1733;0.24;0.1958
537;2;80;rmsprop;0.001;100;16;0.28;0.2333;0.28;0.2358
538;2;80;rmsprop;0.001;150;16;0.36;0.36;0.36;0.3333
539;2;80;rmsprop;0.001;200;16;0.32;0.36;0.32;0.3333
540;2;80;rmsprop;0.005;50;16;0.28;0.34;0.28;0.273
541;2;80;rmsprop;0.005;100;16;0.28;0.3333;0.28;0.294
542;2;80;rmsprop;0.005;150;16;0.2;0.4;0.2;0.2633
543;2;80;rmsprop;0.005;200;16;0.44;0.6;0.44;0.4767
544;2;80;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
545;2;80;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
546;2;80;rmsprop;0.0001;150;16;0.2;0.0455;0.2;0.0741
547;2;80;rmsprop;0.0001;200;16;0.12;0.0333;0.12;0.0522
548;2;80;rmsprop;0.0005;50;16;0.2;0.0621;0.2;0.0933
549;2;80;rmsprop;0.0005;100;16;0.2;0.1267;0.2;0.1524
550;2;80;rmsprop;0.0005;150;16;0.36;0.38;0.36;0.3467
551;2;80;rmsprop;0.0005;200;16;0.28;0.36;0.28;0.2867
552;2;80;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
553;2;80;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
554;2;80;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
555;2;80;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
556;2;80;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
557;2;80;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
558;2;80;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
559;2;80;sgd;0.05;200;16;0.2;0.0455;0.2;0.0741
560;2;80;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
561;2;80;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
562;2;80;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
563;2;80;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
564;2;80;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
565;2;80;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
566;2;80;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
567;2;80;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
568;2;80;sgd;0.0001;50;16;0.12;0.0286;0.12;0.0462
569;2;80;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
570;2;80;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
571;2;80;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
572;2;80;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
573;2;80;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
574;2;80;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
575;2;80;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
576;3;32;adam;0.01;50;16;0.2;0.0867;0.2;0.12
577;3;32;adam;0.01;100;16;0.44;0.4733;0.44;0.4367
578;3;32;adam;0.01;150;16;0.4;0.3733;0.4;0.3711
579;3;32;adam;0.01;200;16;0.4;0.48;0.4;0.4247
580;3;32;adam;0.05;50;16;0.2;0.0455;0.2;0.0741
581;3;32;adam;0.05;100;16;0.2;0.04;0.2;0.0667
582;3;32;adam;0.05;150;16;0.28;0.0988;0.28;0.1381
583;3;32;adam;0.05;200;16;0.2;0.0455;0.2;0.0741
584;3;32;adam;0.001;50;16;0.12;0.05;0.12;0.0706
585;3;32;adam;0.001;100;16;0.28;0.199;0.28;0.2267
586;3;32;adam;0.001;150;16;0.2;0.1333;0.2;0.1558
587;3;32;adam;0.001;200;16;0.24;0.1467;0.24;0.179
588;3;32;adam;0.005;50;16;0.2;0.2;0.2;0.1891
589;3;32;adam;0.005;100;16;0.36;0.4333;0.36;0.36
590;3;32;adam;0.005;150;16;0.24;0.215;0.24;0.2123
591;3;32;adam;0.005;200;16;0.4;0.52;0.4;0.42
592;3;32;adam;0.0001;50;16;0.2;0.04;0.2;0.0667
593;3;32;adam;0.0001;100;16;0.2;0.0455;0.2;0.0741
594;3;32;adam;0.0001;150;16;0.16;0.0364;0.16;0.0593
595;3;32;adam;0.0001;200;16;0.2;0.0476;0.2;0.0769
596;3;32;adam;0.0005;50;16;0.16;0.0421;0.16;0.0667
597;3;32;adam;0.0005;100;16;0.28;0.2267;0.28;0.2457
598;3;32;adam;0.0005;150;16;0.24;0.14;0.24;0.1724
599;3;32;adam;0.0005;200;16;0.36;0.34;0.36;0.3164
600;3;32;rmsprop;0.01;50;16;0.36;0.42;0.36;0.3667
601;3;32;rmsprop;0.01;100;16;0.4;0.4457;0.4;0.3867
602;3;32;rmsprop;0.01;150;16;0.36;0.52;0.36;0.3967
603;3;32;rmsprop;0.01;200;16;0.4;0.54;0.4;0.4367
604;3;32;rmsprop;0.05;50;16;0.12;0.04;0.12;0.06
605;3;32;rmsprop;0.05;100;16;0.2;0.0455;0.2;0.0741
606;3;32;rmsprop;0.05;150;16;0.2;0.0455;0.2;0.0741
607;3;32;rmsprop;0.05;200;16;0.2;0.04;0.2;0.0667
608;3;32;rmsprop;0.001;50;16;0.28;0.25;0.28;0.2439
609;3;32;rmsprop;0.001;100;16;0.32;0.2;0.32;0.243
610;3;32;rmsprop;0.001;150;16;0.32;0.32;0.32;0.3091
611;3;32;rmsprop;0.001;200;16;0.32;0.28;0.32;0.2667
612;3;32;rmsprop;0.005;50;16;0.32;0.3;0.32;0.3067
613;3;32;rmsprop;0.005;100;16;0.28;0.28;0.28;0.2667
614;3;32;rmsprop;0.005;150;16;0.2;0.2;0.2;0.1891
615;3;32;rmsprop;0.005;200;16;0.32;0.47;0.32;0.3533
616;3;32;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
617;3;32;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
618;3;32;rmsprop;0.0001;150;16;0.2;0.04;0.2;0.0667
619;3;32;rmsprop;0.0001;200;16;0.2;0.04;0.2;0.0667
620;3;32;rmsprop;0.0005;50;16;0.2;0.0476;0.2;0.0769
621;3;32;rmsprop;0.0005;100;16;0.16;0.0615;0.16;0.0889
622;3;32;rmsprop;0.0005;150;16;0.2;0.1089;0.2;0.141
623;3;32;rmsprop;0.0005;200;16;0.36;0.3083;0.36;0.3123
624;3;32;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
625;3;32;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
626;3;32;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
627;3;32;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
628;3;32;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
629;3;32;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
630;3;32;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
631;3;32;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
632;3;32;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
633;3;32;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
634;3;32;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
635;3;32;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
636;3;32;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
637;3;32;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
638;3;32;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
639;3;32;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
640;3;32;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
641;3;32;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
642;3;32;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
643;3;32;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
644;3;32;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
645;3;32;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
646;3;32;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
647;3;32;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
648;3;48;adam;0.01;50;16;0.24;0.1933;0.24;0.2067
649;3;48;adam;0.01;100;16;0.36;0.4;0.36;0.3533
650;3;48;adam;0.01;150;16;0.36;0.5;0.36;0.3967
651;3;48;adam;0.01;200;16;0.36;0.4;0.36;0.3533
652;3;48;adam;0.05;50;16;0.2;0.0455;0.2;0.0741
653;3;48;adam;0.05;100;16;0.2;0.0455;0.2;0.0741
654;3;48;adam;0.05;150;16;0.32;0.3057;0.32;0.29
655;3;48;adam;0.05;200;16;0.32;0.2833;0.32;0.2815
656;3;48;adam;0.001;50;16;0.28;0.2333;0.28;0.2358
657;3;48;adam;0.001;100;16;0.36;0.2867;0.36;0.3124
658;3;48;adam;0.001;150;16;0.28;0.28;0.28;0.2691
659;3;48;adam;0.001;200;16;0.32;0.36;0.32;0.32
660;3;48;adam;0.005;50;16;0.32;0.36;0.32;0.3158
661;3;48;adam;0.005;100;16;0.32;0.44;0.32;0.3424
662;3;48;adam;0.005;150;16;0.4;0.56;0.4;0.4367
663;3;48;adam;0.005;200;16;0.4;0.58;0.4;0.4367
664;3;48;adam;0.0001;50;16;0.2;0.04;0.2;0.0667
665;3;48;adam;0.0001;100;16;0.16;0.0421;0.16;0.0667
666;3;48;adam;0.0001;150;16;0.16;0.0662;0.16;0.0933
667;3;48;adam;0.0001;200;16;0.32;0.2867;0.32;0.2857
668;3;48;adam;0.0005;50;16;0.16;0.0667;0.16;0.0941
669;3;48;adam;0.0005;100;16;0.36;0.34;0.36;0.3358
670;3;48;adam;0.0005;150;16;0.28;0.36;0.28;0.3013
671;3;48;adam;0.0005;200;16;0.36;0.32;0.36;0.3224
672;3;48;rmsprop;0.01;50;16;0.08;0.0533;0.08;0.064
673;3;48;rmsprop;0.01;100;16;0.28;0.42;0.28;0.3133
674;3;48;rmsprop;0.01;150;16;0.32;0.42;0.32;0.34
675;3;48;rmsprop;0.01;200;16;0.4;0.58;0.4;0.45
676;3;48;rmsprop;0.05;50;16;0.16;0.0382;0.16;0.0614
677;3;48;rmsprop;0.05;100;16;0.32;0.1747;0.32;0.2205
678;3;48;rmsprop;0.05;150;16;0.08;0.048;0.08;0.0533
679;3;48;rmsprop;0.05;200;16;0.2;0.04;0.2;0.0667
680;3;48;rmsprop;0.001;50;16;0.2;0.08;0.2;0.1141
681;3;48;rmsprop;0.001;100;16;0.32;0.2467;0.32;0.2707
682;3;48;rmsprop;0.001;150;16;0.32;0.32;0.32;0.2958
683;3;48;rmsprop;0.001;200;16;0.4;0.52;0.4;0.42
684;3;48;rmsprop;0.005;50;16;0.36;0.35;0.36;0.3173
685;3;48;rmsprop;0.005;100;16;0.36;0.49;0.36;0.38
686;3;48;rmsprop;0.005;150;16;0.32;0.28;0.32;0.2933
687;3;48;rmsprop;0.005;200;16;0.4;0.58;0.4;0.4593
688;3;48;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
689;3;48;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
690;3;48;rmsprop;0.0001;150;16;0.2;0.04;0.2;0.0667
691;3;48;rmsprop;0.0001;200;16;0.2;0.0417;0.2;0.069
692;3;48;rmsprop;0.0005;50;16;0.16;0.0421;0.16;0.0667
693;3;48;rmsprop;0.0005;100;16;0.24;0.1133;0.24;0.1524
694;3;48;rmsprop;0.0005;150;16;0.28;0.278;0.28;0.2667
695;3;48;rmsprop;0.0005;200;16;0.36;0.3;0.36;0.3097
696;3;48;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
697;3;48;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
698;3;48;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
699;3;48;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
700;3;48;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
701;3;48;sgd;0.05;100;16;0.2;0.04;0.2;0.0667
702;3;48;sgd;0.05;150;16;0.2;0.04;0.2;0.0667
703;3;48;sgd;0.05;200;16;0.2;0.04;0.2;0.0667
704;3;48;sgd;0.001;50;16;0.2;0.04;0.2;0.0667
705;3;48;sgd;0.001;100;16;0.2;0.04;0.2;0.0667
706;3;48;sgd;0.001;150;16;0.2;0.04;0.2;0.0667
707;3;48;sgd;0.001;200;16;0.2;0.04;0.2;0.0667
708;3;48;sgd;0.005;50;16;0.2;0.04;0.2;0.0667
709;3;48;sgd;0.005;100;16;0.2;0.04;0.2;0.0667
710;3;48;sgd;0.005;150;16;0.2;0.04;0.2;0.0667
711;3;48;sgd;0.005;200;16;0.2;0.04;0.2;0.0667
712;3;48;sgd;0.0001;50;16;0.2;0.04;0.2;0.0667
713;3;48;sgd;0.0001;100;16;0.2;0.04;0.2;0.0667
714;3;48;sgd;0.0001;150;16;0.2;0.04;0.2;0.0667
715;3;48;sgd;0.0001;200;16;0.2;0.04;0.2;0.0667
716;3;48;sgd;0.0005;50;16;0.2;0.04;0.2;0.0667
717;3;48;sgd;0.0005;100;16;0.2;0.04;0.2;0.0667
718;3;48;sgd;0.0005;150;16;0.2;0.04;0.2;0.0667
719;3;48;sgd;0.0005;200;16;0.2;0.04;0.2;0.0667
720;3;64;adam;0.01;50;16;0.16;0.12;0.16;0.1358
721;3;64;adam;0.01;100;16;0.44;0.6;0.44;0.4767
722;3;64;adam;0.01;150;16;0.28;0.37;0.28;0.3
723;3;64;adam;0.01;200;16;0.4;0.53;0.4;0.4333
724;3;64;adam;0.05;50;16;0.12;0.075;0.12;0.0923
725;3;64;adam;0.05;100;16;0.2;0.0455;0.2;0.0741
726;3;64;adam;0.05;150;16;0.2;0.04;0.2;0.0667
727;3;64;adam;0.05;200;16;0.2;0.04;0.2;0.0667
728;3;64;adam;0.001;50;16;0.36;0.3133;0.36;0.3158
729;3;64;adam;0.001;100;16;0.36;0.44;0.36;0.3691
730;3;64;adam;0.001;150;16;0.36;0.32;0.36;0.3333
731;3;64;adam;0.001;200;16;0.36;0.34;0.36;0.3358
732;3;64;adam;0.005;50;16;0.16;0.14;0.16;0.1333
733;3;64;adam;0.005;100;16;0.4;0.415;0.4;0.3883
734;3;64;adam;0.005;150;16;0.36;0.4;0.36;0.3558
735;3;64;adam;0.005;200;16;0.32;0.5;0.32;0.37
736;3;64;adam;0.0001;50;16;0.2;0.0476;0.2;0.0769
737;3;64;adam;0.0001;100;16;0.2;0.0554;0.2;0.0867
738;3;64;adam;0.0001;150;16;0.2;0.07;0.2;0.1029
739;3;64;adam;0.0001;200;16;0.12;0.0429;0.12;0.0632
740;3;64;adam;0.0005;50;16;0.24;0.1171;0.24;0.1509
741;3;64;adam;0.0005;100;16;0.32;0.34;0.32;0.3091
742;3;64;adam;0.0005;150;16;0.36;0.34;0.36;0.3358
743;3;64;adam;0.0005;200;16;0.36;0.32;0.36;0.3224
744;3;64;rmsprop;0.01;50;16;0.2;0.2257;0.2;0.1867
745;3;64;rmsprop;0.01;100;16;0.28;0.2657;0.28;0.24
746;3;64;rmsprop;0.01;150;16;0.44;0.58;0.44;0.4633
747;3;64;rmsprop;0.01;200;16;0.28;0.34;0.28;0.2967
748;3;64;rmsprop;0.05;50;16;0.2;0.0455;0.2;0.0741
749;3;64;rmsprop;0.05;100;16;0.24;0.0975;0.24;0.1326
750;3;64;rmsprop;0.05;150;16;0.2;0.0625;0.2;0.0952
751;3;64;rmsprop;0.05;200;16;0.2;0.0455;0.2;0.0741
752;3;64;rmsprop;0.001;50;16;0.28;0.2267;0.28;0.2457
753;3;64;rmsprop;0.001;100;16;0.32;0.2867;0.32;0.2857
754;3;64;rmsprop;0.001;150;16;0.28;0.219;0.28;0.2267
755;3;64;rmsprop;0.001;200;16;0.4;0.48;0.4;0.4067
756;3;64;rmsprop;0.005;50;16;0.28;0.36;0.28;0.2891
757;3;64;rmsprop;0.005;100;16;0.36;0.42;0.36;0.3713
758;3;64;rmsprop;0.005;150;16;0.36;0.47;0.36;0.38
759;3;64;rmsprop;0.005;200;16;0.32;0.5;0.32;0.37
760;3;64;rmsprop;0.0001;50;16;0.2;0.04;0.2;0.0667
761;3;64;rmsprop;0.0001;100;16;0.2;0.04;0.2;0.0667
762;3;64;rmsprop;0.0001;150;16;0.2;0.04;0.2;0.0667
763;3;64;rmsprop;0.0001;200;16;0.2;0.0455;0.2;0.0741
764;3;64;rmsprop;0.0005;50;16;0.12;0.05;0.12;0.0706
765;3;64;rmsprop;0.0005;100;16;0.28;0.215;0.28;0.2256
766;3;64;rmsprop;0.0005;150;16;0.24;0.1457;0.24;0.18
767;3;64;rmsprop;0.0005;200;16;0.32;0.32;0.32;0.3091
768;3;64;sgd;0.01;50;16;0.2;0.04;0.2;0.0667
769;3;64;sgd;0.01;100;16;0.2;0.04;0.2;0.0667
770;3;64;sgd;0.01;150;16;0.2;0.04;0.2;0.0667
771;3;64;sgd;0.01;200;16;0.2;0.04;0.2;0.0667
772;3;64;sgd;0.05;50;16;0.2;0.04;0.2;0.0667
